t,f,m,y,l,r,RateOfUseByTechnologyByMode
LNDFOR,WTRPRC,1,2027,S22,RE1,277.0122
LNDFOR,WTRPRC,1,2028,S22,RE1,272.8756
LNDFOR,WTRPRC,1,2029,S22,RE1,269.1641
LNDFOR,WTRPRC,1,2030,S22,RE1,266.8065
LNDFOR,WTRPRC,1,2031,S22,RE1,266.8065
LNDFOR,WTRPRC,1,2032,S22,RE1,266.8065
LNDFOR,WTRPRC,1,2033,S22,RE1,266.8065
LNDFOR,WTRPRC,1,2034,S22,RE1,264.2894
LNDFOR,WTRPRC,1,2035,S22,RE1,264.2894
LNDMAIIRR,AGRDSL,1,2020,S22,RE1,0.1665
LNDMAIIRR,AGRDSL,1,2021,S22,RE1,0.3616
LNDMAIIRR,AGRDSL,1,2022,S22,RE1,0.5577
LNDMAIIRR,AGRDSL,1,2023,S22,RE1,0.7528
LNDMAIIRR,AGRDSL,1,2024,S22,RE1,0.9489
LNDMAIIRR,AGRDSL,1,2025,S22,RE1,1.1567
LNDMAIIRR,AGRDSL,1,2026,S22,RE1,1.3528
LNDMAIIRR,AGRDSL,1,2027,S22,RE1,1.5501
LNDMAIIRR,AGRDSL,1,2028,S22,RE1,1.759
LNDMAIIRR,AGRDSL,1,2029,S22,RE1,1.9678
LNDMAIIRR,AGRDSL,1,2030,S22,RE1,2.1778
LNDMAIIRR,AGRDSL,1,2031,S22,RE1,2.2384
LNDMAIIRR,AGRDSL,1,2032,S22,RE1,2.299
LNDMAIIRR,AGRDSL,1,2033,S22,RE1,2.3596
LNDMAIIRR,AGRDSL,1,2034,S22,RE1,2.4202
LNDMAIIRR,AGRDSL,1,2035,S22,RE1,2.4818
LNDMAIIRR,AGRWAT,1,2020,S22,RE1,0.1019
LNDMAIIRR,AGRWAT,1,2021,S22,RE1,0.2361
LNDMAIIRR,AGRWAT,1,2022,S22,RE1,0.3756
LNDMAIIRR,AGRWAT,1,2023,S22,RE1,0.5377
LNDMAIIRR,AGRWAT,1,2024,S22,RE1,0.6972
LNDMAIIRR,AGRWAT,1,2025,S22,RE1,0.8971
LNDMAIIRR,AGRWAT,1,2026,S22,RE1,1.0768
LNDMAIIRR,AGRWAT,1,2027,S22,RE1,1.2654
LNDMAIIRR,AGRWAT,1,2028,S22,RE1,1.5077
LNDMAIIRR,AGRWAT,1,2029,S22,RE1,1.7269
LNDMAIIRR,AGRWAT,1,2030,S22,RE1,1.9556
LNDMAIIRR,AGRWAT,1,2031,S22,RE1,2.01
LNDMAIIRR,AGRWAT,1,2032,S22,RE1,2.0644
LNDMAIIRR,AGRWAT,1,2033,S22,RE1,2.1188
LNDMAIIRR,AGRWAT,1,2034,S22,RE1,2.2226
LNDMAIIRR,AGRWAT,1,2035,S22,RE1,2.2793
LNDMAIIRR,LND,1,2020,S22,RE1,0.3398
LNDMAIIRR,LND,1,2021,S22,RE1,0.7379
LNDMAIIRR,LND,1,2022,S22,RE1,1.1382
LNDMAIIRR,LND,1,2023,S22,RE1,1.5363
LNDMAIIRR,LND,1,2024,S22,RE1,1.9366
LNDMAIIRR,LND,1,2025,S22,RE1,2.3607
LNDMAIIRR,LND,1,2026,S22,RE1,2.7609
LNDMAIIRR,LND,1,2027,S22,RE1,3.1634
LNDMAIIRR,LND,1,2028,S22,RE1,3.5897
LNDMAIIRR,LND,1,2029,S22,RE1,4.016
LNDMAIIRR,LND,1,2030,S22,RE1,4.4445
LNDMAIIRR,LND,1,2031,S22,RE1,4.5681
LNDMAIIRR,LND,1,2032,S22,RE1,4.6918
LNDMAIIRR,LND,1,2033,S22,RE1,4.8155
LNDMAIIRR,LND,1,2034,S22,RE1,4.9391
LNDMAIIRR,LND,1,2035,S22,RE1,5.065
LNDMAIIRR,WTRPRC,1,2020,S22,RE1,0.4078
LNDMAIIRR,WTRPRC,1,2021,S22,RE1,0.8707
LNDMAIIRR,WTRPRC,1,2022,S22,RE1,1.3317
LNDMAIIRR,WTRPRC,1,2023,S22,RE1,1.7667
LNDMAIIRR,WTRPRC,1,2024,S22,RE1,2.2077
LNDMAIIRR,WTRPRC,1,2025,S22,RE1,2.644
LNDMAIIRR,WTRPRC,1,2026,S22,RE1,3.0646
LNDMAIIRR,WTRPRC,1,2027,S22,RE1,3.4797
LNDMAIIRR,WTRPRC,1,2028,S22,RE1,3.8769
LNDMAIIRR,WTRPRC,1,2029,S22,RE1,4.2971
LNDMAIIRR,WTRPRC,1,2030,S22,RE1,4.7112
LNDMAIIRR,WTRPRC,1,2031,S22,RE1,4.8422
LNDMAIIRR,WTRPRC,1,2032,S22,RE1,4.9733
LNDMAIIRR,WTRPRC,1,2033,S22,RE1,5.1044
LNDMAIIRR,WTRPRC,1,2034,S22,RE1,5.1861
LNDMAIIRR,WTRPRC,1,2035,S22,RE1,5.3183
LNDMAIRNF,AGRDSL,1,2020,S22,RE1,1.2054
LNDMAIRNF,AGRDSL,1,2021,S22,RE1,1.0849
LNDMAIRNF,AGRDSL,1,2022,S22,RE1,0.9643
LNDMAIRNF,AGRDSL,1,2023,S22,RE1,0.8438
LNDMAIRNF,AGRDSL,1,2024,S22,RE1,0.7232
LNDMAIRNF,AGRDSL,1,2025,S22,RE1,0.6027
LNDMAIRNF,AGRDSL,1,2026,S22,RE1,0.4822
LNDMAIRNF,AGRDSL,1,2027,S22,RE1,0.3616
LNDMAIRNF,AGRDSL,1,2028,S22,RE1,0.2411
LNDMAIRNF,AGRDSL,1,2029,S22,RE1,0.1205
LNDMAIRNF,AGRDSL,1,2030,S22,RE1,0.0
LNDMAIRNF,AGRDSL,1,2031,S22,RE1,0.0
LNDMAIRNF,AGRDSL,1,2032,S22,RE1,0.0
LNDMAIRNF,AGRDSL,1,2033,S22,RE1,0.0
LNDMAIRNF,AGRDSL,1,2034,S22,RE1,0.0
LNDMAIRNF,AGRDSL,1,2035,S22,RE1,0.0
LNDMAIRNF,LND,1,2020,S22,RE1,4.1
LNDMAIRNF,LND,1,2021,S22,RE1,3.69
LNDMAIRNF,LND,1,2022,S22,RE1,3.28
LNDMAIRNF,LND,1,2023,S22,RE1,2.87
LNDMAIRNF,LND,1,2024,S22,RE1,2.46
LNDMAIRNF,LND,1,2025,S22,RE1,2.05
LNDMAIRNF,LND,1,2026,S22,RE1,1.64
LNDMAIRNF,LND,1,2027,S22,RE1,1.23
LNDMAIRNF,LND,1,2028,S22,RE1,0.82
LNDMAIRNF,LND,1,2029,S22,RE1,0.41
LNDMAIRNF,LND,1,2030,S22,RE1,0.0
LNDMAIRNF,LND,1,2031,S22,RE1,0.0
LNDMAIRNF,LND,1,2032,S22,RE1,0.0
LNDMAIRNF,LND,1,2033,S22,RE1,0.0
LNDMAIRNF,LND,1,2034,S22,RE1,0.0
LNDMAIRNF,LND,1,2035,S22,RE1,0.0
LNDMAIRNF,WTRPRC,1,2020,S22,RE1,4.92
LNDMAIRNF,WTRPRC,1,2021,S22,RE1,4.3542
LNDMAIRNF,WTRPRC,1,2022,S22,RE1,3.8376
LNDMAIRNF,WTRPRC,1,2023,S22,RE1,3.3005
LNDMAIRNF,WTRPRC,1,2024,S22,RE1,2.8044
LNDMAIRNF,WTRPRC,1,2025,S22,RE1,2.296
LNDMAIRNF,WTRPRC,1,2026,S22,RE1,1.8204
LNDMAIRNF,WTRPRC,1,2027,S22,RE1,1.353
LNDMAIRNF,WTRPRC,1,2028,S22,RE1,0.8856
LNDMAIRNF,WTRPRC,1,2029,S22,RE1,0.4387
LNDMAIRNF,WTRPRC,1,2030,S22,RE1,0.0
LNDMAIRNF,WTRPRC,1,2031,S22,RE1,0.0
LNDMAIRNF,WTRPRC,1,2032,S22,RE1,0.0
LNDMAIRNF,WTRPRC,1,2033,S22,RE1,0.0
LNDMAIRNF,WTRPRC,1,2034,S22,RE1,0.0
LNDMAIRNF,WTRPRC,1,2035,S22,RE1,0.0
LNDRICIRR,AGRDSL,1,2020,S22,RE1,0.2695
LNDRICIRR,AGRDSL,1,2021,S22,RE1,0.3198
LNDRICIRR,AGRDSL,1,2022,S22,RE1,0.3784
LNDRICIRR,AGRDSL,1,2023,S22,RE1,0.4346
LNDRICIRR,AGRDSL,1,2024,S22,RE1,0.49
LNDRICIRR,AGRDSL,1,2025,S22,RE1,0.5437
LNDRICIRR,AGRDSL,1,2026,S22,RE1,0.5961
LNDRICIRR,AGRDSL,1,2027,S22,RE1,0.6469
LNDRICIRR,AGRDSL,1,2028,S22,RE1,0.6966
LNDRICIRR,AGRDSL,1,2029,S22,RE1,0.7454
LNDRICIRR,AGRDSL,1,2030,S22,RE1,0.7926
LNDRICIRR,AGRDSL,1,2031,S22,RE1,0.8084
LNDRICIRR,AGRDSL,1,2032,S22,RE1,0.8246
LNDRICIRR,AGRDSL,1,2033,S22,RE1,0.8414
LNDRICIRR,AGRDSL,1,2034,S22,RE1,0.8581
LNDRICIRR,AGRDSL,1,2035,S22,RE1,0.8752
LNDRICIRR,AGRWAT,1,2020,S22,RE1,0.2475
LNDRICIRR,AGRWAT,1,2021,S22,RE1,0.3067
LNDRICIRR,AGRWAT,1,2022,S22,RE1,0.3707
LNDRICIRR,AGRWAT,1,2023,S22,RE1,0.4434
LNDRICIRR,AGRWAT,1,2024,S22,RE1,0.51
LNDRICIRR,AGRWAT,1,2025,S22,RE1,0.5881
LNDRICIRR,AGRWAT,1,2026,S22,RE1,0.6569
LNDRICIRR,AGRWAT,1,2027,S22,RE1,0.7261
LNDRICIRR,AGRWAT,1,2028,S22,RE1,0.8104
LNDRICIRR,AGRWAT,1,2029,S22,RE1,0.8824
LNDRICIRR,AGRWAT,1,2030,S22,RE1,0.9543
LNDRICIRR,AGRWAT,1,2031,S22,RE1,0.9734
LNDRICIRR,AGRWAT,1,2032,S22,RE1,0.9929
LNDRICIRR,AGRWAT,1,2033,S22,RE1,1.0131
LNDRICIRR,AGRWAT,1,2034,S22,RE1,1.0507
LNDRICIRR,AGRWAT,1,2035,S22,RE1,1.0717
LNDRICIRR,LND,1,2020,S22,RE1,0.55
LNDRICIRR,LND,1,2021,S22,RE1,0.6526
LNDRICIRR,LND,1,2022,S22,RE1,0.7723
LNDRICIRR,LND,1,2023,S22,RE1,0.8869
LNDRICIRR,LND,1,2024,S22,RE1,1.0
LNDRICIRR,LND,1,2025,S22,RE1,1.1096
LNDRICIRR,LND,1,2026,S22,RE1,1.2165
LNDRICIRR,LND,1,2027,S22,RE1,1.3202
LNDRICIRR,LND,1,2028,S22,RE1,1.4217
LNDRICIRR,LND,1,2029,S22,RE1,1.5213
LNDRICIRR,LND,1,2030,S22,RE1,1.6175
LNDRICIRR,LND,1,2031,S22,RE1,1.6498
LNDRICIRR,LND,1,2032,S22,RE1,1.6829
LNDRICIRR,LND,1,2033,S22,RE1,1.7171
LNDRICIRR,LND,1,2034,S22,RE1,1.7512
LNDRICIRR,LND,1,2035,S22,RE1,1.7862
LNDRICIRR,WTRPRC,1,2020,S22,RE1,0.66
LNDRICIRR,WTRPRC,1,2021,S22,RE1,0.7701
LNDRICIRR,WTRPRC,1,2022,S22,RE1,0.9036
LNDRICIRR,WTRPRC,1,2023,S22,RE1,1.0199
LNDRICIRR,WTRPRC,1,2024,S22,RE1,1.14
LNDRICIRR,WTRPRC,1,2025,S22,RE1,1.2428
LNDRICIRR,WTRPRC,1,2026,S22,RE1,1.3503
LNDRICIRR,WTRPRC,1,2027,S22,RE1,1.4522
LNDRICIRR,WTRPRC,1,2028,S22,RE1,1.5354
LNDRICIRR,WTRPRC,1,2029,S22,RE1,1.6278
LNDRICIRR,WTRPRC,1,2030,S22,RE1,1.7146
LNDRICIRR,WTRPRC,1,2031,S22,RE1,1.7488
LNDRICIRR,WTRPRC,1,2032,S22,RE1,1.7839
LNDRICIRR,WTRPRC,1,2033,S22,RE1,1.8201
LNDRICIRR,WTRPRC,1,2034,S22,RE1,1.8388
LNDRICIRR,WTRPRC,1,2035,S22,RE1,1.8755
LNDRICRNF,AGRDSL,1,2020,S22,RE1,0.4184
LNDRICRNF,AGRDSL,1,2021,S22,RE1,0.3766
LNDRICRNF,AGRDSL,1,2022,S22,RE1,0.3346
LNDRICRNF,AGRDSL,1,2023,S22,RE1,0.2928
LNDRICRNF,AGRDSL,1,2024,S22,RE1,0.2511
LNDRICRNF,AGRDSL,1,2025,S22,RE1,0.209
LNDRICRNF,AGRDSL,1,2026,S22,RE1,0.1673
LNDRICRNF,AGRDSL,1,2027,S22,RE1,0.1255
LNDRICRNF,AGRDSL,1,2028,S22,RE1,0.0838
LNDRICRNF,AGRDSL,1,2029,S22,RE1,0.0417
LNDRICRNF,AGRDSL,1,2030,S22,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S22,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S22,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S22,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S22,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S22,RE1,0.0
LNDRICRNF,LND,1,2020,S22,RE1,1.423
LNDRICRNF,LND,1,2021,S22,RE1,1.281
LNDRICRNF,LND,1,2022,S22,RE1,1.138
LNDRICRNF,LND,1,2023,S22,RE1,0.996
LNDRICRNF,LND,1,2024,S22,RE1,0.854
LNDRICRNF,LND,1,2025,S22,RE1,0.711
LNDRICRNF,LND,1,2026,S22,RE1,0.569
LNDRICRNF,LND,1,2027,S22,RE1,0.427
LNDRICRNF,LND,1,2028,S22,RE1,0.285
LNDRICRNF,LND,1,2029,S22,RE1,0.142
LNDRICRNF,LND,1,2030,S22,RE1,0.0
LNDRICRNF,LND,1,2031,S22,RE1,0.0
LNDRICRNF,LND,1,2032,S22,RE1,0.0
LNDRICRNF,LND,1,2033,S22,RE1,0.0
LNDRICRNF,LND,1,2034,S22,RE1,0.0
LNDRICRNF,LND,1,2035,S22,RE1,0.0
LNDRICRNF,WTRPRC,1,2020,S22,RE1,1.7076
LNDRICRNF,WTRPRC,1,2021,S22,RE1,1.5116
LNDRICRNF,WTRPRC,1,2022,S22,RE1,1.3315
LNDRICRNF,WTRPRC,1,2023,S22,RE1,1.1454
LNDRICRNF,WTRPRC,1,2024,S22,RE1,0.9736
LNDRICRNF,WTRPRC,1,2025,S22,RE1,0.7963
LNDRICRNF,WTRPRC,1,2026,S22,RE1,0.6316
LNDRICRNF,WTRPRC,1,2027,S22,RE1,0.4697
LNDRICRNF,WTRPRC,1,2028,S22,RE1,0.3078
LNDRICRNF,WTRPRC,1,2029,S22,RE1,0.1519
LNDRICRNF,WTRPRC,1,2030,S22,RE1,0.0
LNDRICRNF,WTRPRC,1,2031,S22,RE1,0.0
LNDRICRNF,WTRPRC,1,2032,S22,RE1,0.0
LNDRICRNF,WTRPRC,1,2033,S22,RE1,0.0
LNDRICRNF,WTRPRC,1,2034,S22,RE1,0.0
LNDRICRNF,WTRPRC,1,2035,S22,RE1,0.0
LNDWAT,LND,1,2020,S22,RE1,24.9873
LNDWAT,LND,1,2021,S22,RE1,25.021
LNDWAT,LND,1,2022,S22,RE1,25.021
LNDWAT,LND,1,2023,S22,RE1,25.021
LNDWAT,LND,1,2024,S22,RE1,25.021
LNDWAT,LND,1,2025,S22,RE1,25.021
LNDWAT,LND,1,2026,S22,RE1,25.021
LNDWAT,LND,1,2027,S22,RE1,25.9301
LNDWAT,LND,1,2028,S22,RE1,25.021
LNDWAT,LND,1,2029,S22,RE1,25.9556
LNDWAT,LND,1,2030,S22,RE1,25.6338
LNDWAT,LND,1,2031,S22,RE1,25.3778
LNDWAT,LND,1,2032,S22,RE1,25.021
LNDWAT,LND,1,2033,S22,RE1,24.6632
LNDWAT,LND,1,2034,S22,RE1,24.4055
LNDWAT,LND,1,2035,S22,RE1,24.0446
LNDWAT,WTRPRC,1,2020,S22,RE1,29.9848
LNDWAT,WTRPRC,1,2021,S22,RE1,29.5248
LNDWAT,WTRPRC,1,2022,S22,RE1,29.2746
LNDWAT,WTRPRC,1,2023,S22,RE1,28.7742
LNDWAT,WTRPRC,1,2024,S22,RE1,28.5239
LNDWAT,WTRPRC,1,2025,S22,RE1,28.0235
LNDWAT,WTRPRC,1,2026,S22,RE1,27.7733
LNDWAT,WTRPRC,1,2027,S22,RE1,28.5231
LNDWAT,WTRPRC,1,2028,S22,RE1,27.0227
LNDWAT,WTRPRC,1,2029,S22,RE1,27.7725
LNDWAT,WTRPRC,1,2030,S22,RE1,27.1718
LNDWAT,WTRPRC,1,2031,S22,RE1,26.9005
LNDWAT,WTRPRC,1,2032,S22,RE1,26.5223
LNDWAT,WTRPRC,1,2033,S22,RE1,26.143
LNDWAT,WTRPRC,1,2034,S22,RE1,25.6258
LNDWAT,WTRPRC,1,2035,S22,RE1,25.2468
PWRCOA,COA,1,2020,S22,RE1,378.432
PWRCOA,COA,1,2021,S22,RE1,378.432
PWRCOA,COA,1,2022,S22,RE1,378.432
PWRCOA,COA,1,2023,S22,RE1,378.432
PWRCOA,COA,1,2024,S22,RE1,378.432
PWRCOA,COA,1,2025,S22,RE1,378.432
PWRCOA,COA,1,2026,S22,RE1,200.7405
PWRCOA,COA,1,2027,S22,RE1,186.507
PWRCOA,COA,1,2028,S22,RE1,378.432
PWRCOA,COA,1,2029,S22,RE1,155.109
PWRCOA,COA,1,2030,S22,RE1,189.216
PWRCOA,COA,1,2031,S22,RE1,189.216
PWRCOA,COA,1,2032,S22,RE1,189.216
PWRCOA,COA,1,2033,S22,RE1,189.216
PWRCOA,COA,1,2034,S22,RE1,189.216
PWRCOA,COA,1,2035,S22,RE1,189.216
PWRCOA,PWRWAT,1,2020,S22,RE1,0.0328
PWRCOA,PWRWAT,1,2021,S22,RE1,0.0328
PWRCOA,PWRWAT,1,2022,S22,RE1,0.0328
PWRCOA,PWRWAT,1,2023,S22,RE1,0.0328
PWRCOA,PWRWAT,1,2024,S22,RE1,0.0328
PWRCOA,PWRWAT,1,2025,S22,RE1,0.0328
PWRCOA,PWRWAT,1,2026,S22,RE1,0.0174
PWRCOA,PWRWAT,1,2027,S22,RE1,0.0162
PWRCOA,PWRWAT,1,2028,S22,RE1,0.0328
PWRCOA,PWRWAT,1,2029,S22,RE1,0.0134
PWRCOA,PWRWAT,1,2030,S22,RE1,0.0164
PWRCOA,PWRWAT,1,2031,S22,RE1,0.0164
PWRCOA,PWRWAT,1,2032,S22,RE1,0.0164
PWRCOA,PWRWAT,1,2033,S22,RE1,0.0164
PWRCOA,PWRWAT,1,2034,S22,RE1,0.0164
PWRCOA,PWRWAT,1,2035,S22,RE1,0.0164
PWRGAS,GAS,1,2020,S22,RE1,6.9422
PWRGAS,GAS,1,2021,S22,RE1,35.3966
PWRGAS,GAS,1,2022,S22,RE1,72.5566
PWRGAS,GAS,1,2023,S22,RE1,110.341
PWRGAS,GAS,1,2024,S22,RE1,149.7078
PWRGAS,GAS,1,2025,S22,RE1,189.8282
PWRGAS,GAS,1,2026,S22,RE1,352.6204
PWRGAS,GAS,1,2027,S22,RE1,408.316
PWRGAS,GAS,1,2028,S22,RE1,327.6618
PWRGAS,GAS,1,2029,S22,RE1,529.6938
PWRGAS,GAS,1,2030,S22,RE1,560.7144
PWRGAS,GAS,1,2031,S22,RE1,616.1974
PWRGAS,GAS,1,2032,S22,RE1,676.2954
PWRGAS,GAS,1,2033,S22,RE1,738.873
PWRGAS,GAS,1,2034,S22,RE1,806.036
PWRGAS,GAS,1,2035,S22,RE1,875.3512
PWRGAS,PWRWAT,1,2020,S22,RE1,0.0008
PWRGAS,PWRWAT,1,2021,S22,RE1,0.0039
PWRGAS,PWRWAT,1,2022,S22,RE1,0.008
PWRGAS,PWRWAT,1,2023,S22,RE1,0.0121
PWRGAS,PWRWAT,1,2024,S22,RE1,0.0165
PWRGAS,PWRWAT,1,2025,S22,RE1,0.0209
PWRGAS,PWRWAT,1,2026,S22,RE1,0.0388
PWRGAS,PWRWAT,1,2027,S22,RE1,0.0449
PWRGAS,PWRWAT,1,2028,S22,RE1,0.036
PWRGAS,PWRWAT,1,2029,S22,RE1,0.0583
PWRGAS,PWRWAT,1,2030,S22,RE1,0.0617
PWRGAS,PWRWAT,1,2031,S22,RE1,0.0678
PWRGAS,PWRWAT,1,2032,S22,RE1,0.0744
PWRGAS,PWRWAT,1,2033,S22,RE1,0.0813
PWRGAS,PWRWAT,1,2034,S22,RE1,0.0887
PWRGAS,PWRWAT,1,2035,S22,RE1,0.0963
PWRHYD,HYD,1,2020,S22,RE1,38.4176
PWRHYD,HYD,1,2021,S22,RE1,38.3005
PWRHYD,HYD,1,2022,S22,RE1,37.3528
PWRHYD,HYD,1,2023,S22,RE1,37.2392
PWRHYD,HYD,1,2024,S22,RE1,36.2943
PWRHYD,HYD,1,2025,S22,RE1,36.1942
PWRHYD,HYD,1,2026,S22,RE1,36.2346
PWRHYD,HYD,1,2027,S22,RE1,35.3636
PWRHYD,HYD,1,2028,S22,RE1,35.2047
PWRHYD,HYD,1,2029,S22,RE1,34.3449
PWRHYD,HYD,1,2030,S22,RE1,34.3592
PWRHYD,HYD,1,2031,S22,RE1,34.3625
PWRHYD,HYD,1,2032,S22,RE1,34.3562
PWRHYD,HYD,1,2033,S22,RE1,34.2635
PWRHYD,HYD,1,2034,S22,RE1,34.2679
PWRHYD,HYD,1,2035,S22,RE1,34.2631
PWRSOL,SOL,1,2020,S22,RE1,0.0
PWRSOL,SOL,1,2021,S22,RE1,0.0
PWRSOL,SOL,1,2022,S22,RE1,0.0
PWRSOL,SOL,1,2023,S22,RE1,0.0
PWRSOL,SOL,1,2024,S22,RE1,0.0
PWRSOL,SOL,1,2025,S22,RE1,0.0
PWRSOL,SOL,1,2026,S22,RE1,0.0
PWRSOL,SOL,1,2027,S22,RE1,0.0
PWRSOL,SOL,1,2028,S22,RE1,0.0
PWRSOL,SOL,1,2029,S22,RE1,0.0
PWRSOL,SOL,1,2030,S22,RE1,0.0
PWRSOL,SOL,1,2031,S22,RE1,0.0
PWRSOL,SOL,1,2032,S22,RE1,0.0
PWRSOL,SOL,1,2033,S22,RE1,0.0
PWRSOL,SOL,1,2034,S22,RE1,0.0
PWRSOL,SOL,1,2035,S22,RE1,0.0
PWRTRN,ELC001,1,2020,S22,RE1,187.4274
PWRTRN,ELC001,1,2021,S22,RE1,201.5374
PWRTRN,ELC001,1,2022,S22,RE1,219.1698
PWRTRN,ELC001,1,2023,S22,RE1,237.9483
PWRTRN,ELC001,1,2024,S22,RE1,256.6868
PWRTRN,ELC001,1,2025,S22,RE1,276.6469
PWRTRN,ELC001,1,2026,S22,RE1,298.853
PWRTRN,ELC001,1,2027,S22,RE1,321.0852
PWRTRN,ELC001,1,2028,S22,RE1,344.5742
PWRTRN,ELC001,1,2029,S22,RE1,370.2895
PWRTRN,ELC001,1,2030,S22,RE1,397.183
PWRTRN,ELC001,1,2031,S22,RE1,424.9279
PWRTRN,ELC001,1,2032,S22,RE1,454.9705
PWRTRN,ELC001,1,2033,S22,RE1,486.1667
PWRTRN,ELC001,1,2034,S22,RE1,519.7525
PWRTRN,ELC001,1,2035,S22,RE1,554.4053
PWRWND,WND,1,2020,S22,RE1,19.3946
PWRWND,WND,1,2021,S22,RE1,19.3946
PWRWND,WND,1,2022,S22,RE1,19.3946
PWRWND,WND,1,2023,S22,RE1,19.3946
PWRWND,WND,1,2024,S22,RE1,19.3946
PWRWND,WND,1,2025,S22,RE1,19.3946
PWRWND,WND,1,2026,S22,RE1,19.3946
PWRWND,WND,1,2027,S22,RE1,19.3946
PWRWND,WND,1,2028,S22,RE1,19.3946
PWRWND,WND,1,2029,S22,RE1,19.3946
PWRWND,WND,1,2030,S22,RE1,19.3946
PWRWND,WND,1,2031,S22,RE1,19.3946
PWRWND,WND,1,2032,S22,RE1,19.3946
PWRWND,WND,1,2033,S22,RE1,19.3946
PWRWND,WND,1,2034,S22,RE1,19.3946
PWRWND,WND,1,2035,S22,RE1,19.3946
RSCHYD,WTRRUN,1,2020,S22,RE1,109.7645
RSCHYD,WTRRUN,1,2021,S22,RE1,109.43
RSCHYD,WTRRUN,1,2022,S22,RE1,106.7224
RSCHYD,WTRRUN,1,2023,S22,RE1,106.3976
RSCHYD,WTRRUN,1,2024,S22,RE1,103.6981
RSCHYD,WTRRUN,1,2025,S22,RE1,103.4119
RSCHYD,WTRRUN,1,2026,S22,RE1,103.5273
RSCHYD,WTRRUN,1,2027,S22,RE1,101.0388
RSCHYD,WTRRUN,1,2028,S22,RE1,100.5848
RSCHYD,WTRRUN,1,2029,S22,RE1,98.1282
RSCHYD,WTRRUN,1,2030,S22,RE1,98.169
RSCHYD,WTRRUN,1,2031,S22,RE1,98.1786
RSCHYD,WTRRUN,1,2032,S22,RE1,98.1604
RSCHYD,WTRRUN,1,2033,S22,RE1,97.8958
RSCHYD,WTRRUN,1,2034,S22,RE1,97.9083
RSCHYD,WTRRUN,1,2035,S22,RE1,97.8946
UPSWTRSUR,WTRRUN,1,2020,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S22,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S22,RE1,0.0
